"4","2193579249","Tue Jun 16 08:38:59 PDT 2009","NO_QUERY","razzberry5594","WOOOOO! Xbox is back "
"4","2193579284","Tue Jun 16 08:38:59 PDT 2009","NO_QUERY","AgustinaP","@rmedina @LaTati Mmmm  That sounds absolutely perfect... but my schedule is full. I won't have time to lay in bed until Sunday. Ugh!!"
"4","2193579434","Tue Jun 16 08:39:00 PDT 2009","NO_QUERY","sdancingsteph","ReCoVeRiNg FrOm ThE lOnG wEeKeNd "
"4","2193579477","Tue Jun 16 08:39:00 PDT 2009","NO_QUERY","ChloeAmisha","@SCOOBY_GRITBOYS "
"4","2193579489","Tue Jun 16 08:39:00 PDT 2009","NO_QUERY","EvolveTom","@Cliff_Forster Yeah, that does work better than just waiting for it  In the end I just wonder if I have time to keep up a good blog."
"4","2193601966","Tue Jun 16 08:40:49 PDT 2009","NO_QUERY","AmandaMarie1028","Just woke up. Having no school is the best feeling ever "
"4","2193601969","Tue Jun 16 08:40:49 PDT 2009","NO_QUERY","TheWDBoards","TheWDB.com - Very cool to hear old Walt interviews!  â™« http://blip.fm/~8bmta"
"4","2193601991","Tue Jun 16 08:40:49 PDT 2009","NO_QUERY","bpbabe","Are you ready for your MoJo Makeover? Ask me for details "
"4","2193602064","Tue Jun 16 08:40:49 PDT 2009","NO_QUERY","tinydiamondz","Happy 38th Birthday to my boo of alll time!!! Tupac Amaru Shakur "
"4","2193602129","Tue Jun 16 08:40:50 PDT 2009","NO_QUERY","RyanTrevMorris","happy #charitytuesday @theNSPCC @SparksCharity @SpeakingUpH4H "

